"","kgut","GFR_base","eta_ptKreab_base","eta_LoHKreab","eta_ptKreab_highK","dtKsec_eq","A_dtKsec","B_dtKsec","alpha_TGF","A_cdKreab","ALD_eq","m_K_ALDO","FF","A_insulin","alpha_al","beta_al"
"1",1.26821068014374,-0.677564836752149,1.10802600850611,0.940812375306254,2.95724457371823,-1.85178297313376,-2.66660880907725,-1.75323263289196,-0.13635818567827,2.04828260852939,-1.27025814854451,-0.899129663633598,-1.57300072422546,2.41307046422799,-1.59579523806523,-1.03431127672601
"2",0.114952750223231,-0.303221818157729,0.100285140414927,0.416892674528176,1.55528926327419,-1.05714431036815,-0.749988883236774,-1.01617059137004,0.67318997426318,1.07522466305142,-2.01081933392009,-1.23280896637392,-1.70241362469436,1.01711635796409,-3.11782225320794,-1.06798597306082
"3",1.76363539254077,-0.14673986998865,0.322792508435591,0.194178041648785,0.706113606968927,-0.992773794115578,-1.54658413586269,-1.98139165532623,-0.100842127721509,1.64158419633146,-1.0207285812647,0.413328338314838,-1.82389578241087,0.741928180442937,-2.66625850051207,-0.666656584800509
"4",0.16932732647984,-0.241872947796382,0.703315055267921,0.500101456929622,1.4011075177634,-0.325545042170072,-1.0919985774522,-0.782271637210852,-0.150873015705967,1.07899217108516,-1.23839059084387,0.167629923832824,-1.42274192341884,0.344635406507811,-2.53625893558396,-1.02294572799683
"5",0.882988844692457,-0.172364246396262,0.160098581472751,0.392645560515979,1.52285701361302,-1.02951956452056,-2.91176788773226,-2.016649789033,-0.0179548244853201,1.19474156548698,-1.67983995305692,-4.46951543070186,-4.46705412833131,0.932867256822378,-2.87607378539274,0.212940041830187
"6",0.473613459427006,-0.540132010545268,0.71360757371813,0.143228287697087,1.43605227456621,-0.217894752517001,-1.04067522932797,-0.490960398841561,0.277491757109406,0.714963555159689,-1.02220582369216,-1.2148882209337,-0.868075256679467,1.38150611679006,-2.41936066421963,-0.771607305323271
"7",0.83800863283532,-0.0274330715388695,0.552197288477763,0.576825311247661,2.89236600221456,-0.974606008429034,-0.164603794505966,-0.50732174352517,0.187633003739953,0.159748829461169,-0.8441531259224,-3.30887423488995,-1.04668325335842,0.627526591787646,-1.06793740114057,-1.78313732188495
"8",1.11421354786112,-0.164085570489571,0.199479038929297,0.252950061956224,1.22751308581323,-0.664140499852148,-1.40269923481161,-1.23926172377638,-0.0532084794323962,1.36484171473992,-0.981125508770923,0.259200886359683,-1.09739693485248,1.22720318710799,-2.99153993777645,-1.25269889677351
"9",1.59421136636116,-0.290408692295749,0.873973648013485,0.551831683344204,1.81858173562693,-0.328491706670545,-1.20481247589537,-1.80864238381156,-0.0422107532097913,1.04199932621657,-1.30849525046947,-0.910739730992916,-1.05963044562001,1.11221542606215,-2.01947792588432,-0.77829241194998
"10",1.03857619035092,-0.200678068877693,0.3949864230053,0.435086494728307,1.24360271785901,-1.03739594636888,-2.72707292385146,-0.96273338161158,0.025737706106954,1.60461790568076,-0.928026732871958,0.458998584770739,-1.06502405554171,0.306629839057545,-2.90271581796507,-1.44475460100162
"11",0.189946838161374,-0.188952388183621,0.520424446605685,0.445203589142732,3.63767475614109,-0.713180778899354,-1.08676837544073,-1.50178978972434,-0.148636893828427,0.687299719538083,-1.38543187305485,-4.05142358219932,-1.14207192403556,2.10111511017206,-2.29824358724226,-0.860395305259645
"12",1.60938850907984,-0.142993980976236,0.189269987854925,0.404958940194794,0.771575318628961,-0.809898945255924,-1.05182314577881,-1.87355935265016,0.0477597249810927,1.81329111074036,-1.27698490197289,0.643240613957541,-0.684195756791628,1.420936653304,-1.05964648792619,-0.550936879383932
"13",0.788824400932683,-0.0653334450736395,0.123732652178858,0.414852278997545,2.46403467742631,-0.396422711643622,-0.843850652721687,-1.96137418882074,-0.0314795486145414,1.80190515678034,-2.59199113793402,-1.29541896387472,-1.2257243756052,1.73191038652957,-2.44132738010509,-1.74045661441621
"14",1.41751741784475,-0.261262089184841,0.413539975099979,0.440484209595728,1.52112195586825,-0.599794386945715,-2.08471698341218,-3.74406476301619,-0.184960143400803,1.15968805309486,-1.9073408098019,0.13718822212192,-0.824822719348851,1.54264683247555,-2.20902121417834,-1.05647222285384
