"","kgut","GFR_base","eta_ptKreab_base","eta_LoHKreab","eta_ptKreab_highK","dtKsec_eq","A_dtKsec","B_dtKsec","alpha_TGF","A_cdKreab","ALD_eq","m_K_ALDO","FF","A_insulin","alpha_al","beta_al"
"20",48.6413703821996,-5.78640801296671,15.4778633945125,8.47475607334752,30.9612766292289,-13.0633796381748,-48.9299782559259,-64.4751124629706,10.4000414165471,41.3095788430945,-4.40217881009331,0.26092461733374,-47.4091251702529,-1.27684256679632,30.9694404326872,16.7233309154359
"21",34.1228896290247,-1.80895933480217,5.69352574700881,6.69223716141014,18.7749916398509,-21.4711052761793,-43.9815023331768,-48.167781513104,0.521348147791397,26.5798879931901,-7.15186362709826,10.4427581444609,-39.3915319785912,-6.63092912632433,67.7517354664852,6.41103578426587
"22",11.855999993827,-12.8277407394505,7.17243601961804,9.15980816980158,21.6789838725705,-19.3936578467036,-23.4379673817153,-22.5371797206313,2.14218332673368,16.2351723271705,2.68585965384296,13.4773727005223,-27.5176274239391,-2.84916548493642,54.7603473624542,15.4951232149204
"23",47.8765813671801,-6.00689945457465,2.43702731043464,21.3580982516422,36.1287198118729,-29.6770601717313,-53.8606209567472,-65.3889947319983,-1.75942245472605,32.6294468466154,7.8724965409056,2.35804548626548,-33.1492963097299,7.04854332547411,26.7882319823735,20.6231721865563
"24",19.9710369304036,-8.03227153786534,11.6540946463429,9.68873091360211,39.0085758091513,-16.4553737915789,-27.1873740160558,-59.9879406323592,1.15134262366932,18.3854428404482,7.12760131310726,-1.80615745837043,-19.1366375684246,-7.75629865593198,26.4863502904223,15.9248926030332
"25",52.2963049042048,-7.80545667652653,3.23087774385598,16.7048286497267,28.5797368206578,-39.1802093344493,-60.2708729287092,-46.4321871834532,1.24125112327013,45.1039495276172,-2.45403931855383,2.93274967324473,-39.7951995637078,6.50758182143521,38.1778419728271,6.44293058647865
"26",57.8731975745631,-4.45606211437406,2.28433767549835,26.8363538520857,47.5481799984498,-12.6744017105436,-91.4873099548963,-33.328436275311,-4.45803101663411,35.1148774728252,6.21116649851013,1.86888817278879,-21.5168197288294,6.69788146844275,29.4654105838101,21.2469571287642
"27",27.2032276264325,-1.28886233222191,0.980888907219895,15.3807333526293,35.2821602883482,-23.7206396125306,-29.1780860006258,-42.7692104859754,-2.27399983340669,16.5855753732062,-2.22949754390142,17.3101706680919,-64.2259123417782,1.61430842720952,50.0206270282044,10.8836152107749
"28",59.9228151594191,-3.30495507871285,11.0137962721706,19.349727616707,75.2625715403543,-27.7848378834606,-59.8414308611409,-27.23451653671,-6.61889676656635,39.499859803658,13.7043894376962,5.49984549418455,-57.8037250388214,-2.3949276108167,65.1173152801598,16.1078910282819
"29",17.1503135456725,-2.39616127761573,-0.187362720490239,16.9387088712362,48.1959212374541,-19.9213067688769,-48.8308044672391,-38.1702337043201,0.0463848840552259,8.42528084172021,2.97038394965984,4.35817921388519,-18.2422212583777,2.98358795941961,17.0726435270859,5.39778585109103
"30",35.5281804577797,-6.11322298880448,7.2466598391069,23.340243360258,31.7923388763629,-21.6091351788471,-65.1589897018792,-49.1799634481309,4.54019155603146,29.3815283891756,-9.0300857410282,12.8548219204821,-63.022306552773,1.52551180149001,66.7427530325492,21.8437902382251
"31",6.4482217400864,-1.23113716295721,18.8675891406203,18.6806649678785,63.1809899485408,-20.8182776564912,-35.479207729357,-28.0435664517176,-0.261105620476121,32.9565091579132,8.84776548660877,1.59147789892599,-20.2299733746145,0.485818165588375,7.55695376515084,31.400599271109
"32",42.9525842925605,-8.49763456774653,12.8254369903876,5.61925336759906,17.6534103387206,-13.0666408466323,-32.5341229456519,-28.7362271850106,13.1771687273981,34.2410373468973,-1.54433072503974,1.66428896621288,-20.0414703481206,-1.92530826067584,61.2521449050576,6.35130839677267
"33",42.6331532857327,-1.42758443042993,3.1716552090125,9.9288754013469,13.5657000238541,-20.2658430948654,-50.0208090699754,-34.2271813075511,-0.886144855817534,21.143206982714,4.75145598121263,4.92876435339451,-16.6952333600652,0.20185239105673,78.4204116414053,13.3664232330474
"34",60.8030056954976,-13.1442932926102,26.0593017895919,30.9259850317409,63.3885592252214,-47.7803139899472,-44.4099595214045,-87.2476568610983,6.30055502295368,44.5545798890895,-0.518904472323595,5.43757431970341,-72.6866916573656,-1.47989801918087,53.3805921704398,10.6816767099158
"35",39.1198650906381,-3.655546168793,9.09159121624448,7.90694511352021,25.6580362244064,-22.7954043456601,-40.6995038087951,-33.8099184953285,-1.66936992943654,37.3026089261591,4.56574088004956,2.00745446868123,-32.0705362404104,9.93847908320889,30.2766402454894,17.8450613273067
"36",4.9770784437995,-1.13486104251459,1.98796138889433,12.8764512910249,24.5036359599836,-7.97501643504658,-27.9130198112588,-9.78784863330726,-1.59009687485649,8.59847816809615,1.16046902521618,2.0317437877475,-15.5475496974415,2.00716645271214,9.10535150789815,6.4395557926074
"37",73.6684794354004,-3.13119709576803,23.4736859567115,9.9092315397246,22.7488139710178,-17.3218099041161,-60.7776910652295,-60.5707448658438,10.1705528331511,39.4166033791868,-8.79348318875,-0.71755971788869,-29.0864659552838,-7.08642426154348,43.6854482027496,4.13420849973114
"38",48.3162209555026,-4.88837693696256,11.7723571826758,14.3211352090094,50.9702074487222,-7.38817662911146,-60.4642388046312,-27.8566689809646,6.7557654876829,29.2013274246571,7.73883297161776,3.14046663685492,-46.7584485031852,-3.58087129969593,47.7949770558039,27.0925682356964
"39",37.896990091325,-5.73287408819121,14.0918759820019,21.8382479817767,72.8120619473521,-19.0506701999357,-65.3383801209055,-41.3743403378331,-0.968770665740476,39.0113621948572,9.96980851250087,4.46558657641601,-49.4251808778438,1.70723066091494,67.092984302561,29.6720187705327
"40",26.6111916806672,-9.0863638029517,0.19394483540612,21.7904602177961,86.5306469058925,-10.808711502719,-49.4727864247119,-24.9929162648314,-0.508087006051915,6.73546005943105,5.83077810854401,2.71606521274892,-18.419185798451,0.781639022894399,12.6768768014425,5.35248695197475
"41",34.2320297590088,-2.93207668751876,6.64314749635462,5.42133185702648,23.5671287958817,-40.0764395139668,-48.7344046269248,-37.7379322911893,-0.389727064721887,27.278198016275,-0.63020388557785,4.1479753385224,-21.9987493796304,9.32888945128994,29.7694031901719,7.96719066720877
