"","kgut","GFR_base","eta_ptKreab_base","eta_LoHKreab","eta_ptKreab_highK","dtKsec_eq","A_dtKsec","B_dtKsec","alpha_TGF","A_cdKreab","ALD_eq","m_K_ALDO","FF","A_insulin","alpha_al","beta_al"
"1",2.4965568125609,-0.737630772123489,2.25514248828127,1.33259792065419,3.80353895054434,-2.51780702103064,-3.50988595727573,-2.07895931099555,-0.201630195537028,2.74190102359606,-1.00184281324277,-0.680692980854572,-2.11257361593665,2.20077447788141,0.0738167643416963,-0.288576111863607
"2",0.455983077992721,-0.73191516196106,0.196317983404865,1.07673563160496,3.39211240199706,-2.3672983133426,-1.52255833909361,-2.41801468920256,2.15491957696037,3.01267951787939,-2.11318940835783,-3.39934215751426,-3.52190873856301,0.921865579962375,-0.636505909479573,-1.00961591511986
"3",4.03751643846141,-0.40319247941004,0.753211396639236,0.282018425947091,1.06559503881108,-1.55680675098777,-2.70136889806333,-4.99258676401146,-0.246949590571773,3.35405398619807,-1.19264140492774,-0.096700202200452,-3.07104223923668,1.28172506485163,-0.365326200205533,-0.174443755164119
"4",0.475615514806262,-0.50813799257451,1.63390364695511,0.975528575511413,2.92840260982864,-0.615157565762476,-1.92502375937205,-1.95544587805079,-0.317668502628177,2.46989674180275,-0.979092232103543,-0.204325872118299,-2.41293163902333,0.712398087803949,0.0600861510001367,-0.782094998373826
"5",2.60014652416724,-0.268160785212839,0.249404509610467,0.767551674513417,2.96812683329752,-1.76060062137608,-3.52391709660342,-4.29933931289137,-0.0274390012784488,2.8980048986227,-1.44187065278174,-5.7198608274456,-4.79658324581659,1.03291155269243,-0.228906470740051,-0.054307439088235
"6",1.52681077368456,-1.28700032738186,1.59908547989842,0.331156172757587,3.14042269810352,-0.547199030615434,-2.58046834639819,-1.26453001537604,0.600799617798513,1.68548092498931,-0.938944600814394,-1.27663495450479,-2.29773441457896,0.912464865175747,-0.659295200371741,-0.272884961470834
"7",1.6539975981504,-0.0465690817740285,0.737615167770424,1.16865692122955,4.68010034277374,-1.92950110712216,-0.285727147110169,-1.05495948964967,0.26813005625506,0.276471903730468,-0.83072068241163,-5.57748624871378,-1.9746356821899,0.411515016145116,-0.302679375771632,-1.84390276939261
"8",2.09677380170494,-0.332569029259456,0.368268650489239,0.398391770772843,3.00435884843928,-1.30729882242056,-2.78250227355062,-2.9687044411135,-0.107241758349094,3.04479870967242,-1.2309480960385,-0.302500565988996,-1.84475311753265,1.15589735842812,-0.560683371276892,-1.45576721160046
"9",3.30655208215513,-0.581039867551717,1.93250561562287,1.04865285226985,3.43802035601438,-0.650691365654706,-2.09537694861366,-4.05062854463909,-0.0696892553150736,2.11375878241304,-1.48179720075556,-1.51790229120882,-1.99906114365311,1.31318196850516,-0.482826753941447,-0.509767522180459
"10",2.16579485846933,-0.530372201638218,1.16291723017867,1.09115517374884,3.83412909633664,-2.42308496977818,-6.41501942247781,-2.18511552593308,0.0723266947913954,3.52692673096252,-1.16995096379536,-1.50808220323838,-2.02943267021398,0.699175569877894,-0.042138966590894,-1.37870777744658
